aardvark,Aardvark
amalgam,amalgame
amalgamate,fusionner
amalgamated,amalgamé
amalgamates,amalgamer
amalgamating,amalgamer
amalgamation,fusion
amalgamations,amalgamations
amalgams,amalgames
amanuensis,secrétaire
amass,amasser
amassed,amassé
amasses,amasses
amassing,amasser
amateur,amateur
amateurish,amateur
amateurishly,amateur
amateurishness,amateurisme
amateurism,amateurisme
"amateurs                      ,",amateurs
amatory,amoureux
amaze,étonner
amazed,étonné
amazement,stupéfaction
amazes,étonne
amazing,incroyable
amazingly,étonnamment
amazon,amazone
amazons,amazones
ambassador,ambassadeur
ambassadorial,ambassadeur
ambassadors,ambassadeurs
amber,ambre
ambergris,ambre gris
ambiance,ambiance
ambidextrous,ambidextre
ambience,ambiance
ambient,ambiant
ambiguities,ambiguïtés
ambiguity,ambiguïté
ambiguous,ambigu
ambiguously,ambigu
ambit,portée
ambition,ambition
ambitions,ambitions
ambitious,ambitieux
ambitiously,ambitieusement
ambivalence,ambivalence
ambivalent,ambivalent
ambivalently,ambivalente
amble,amble
ambled,ambled
ambler,ambler
ambles,ambles
ambling,ambler
ambrosia,ambroisie
ambulance,ambulance
ambulances,ambulances
ambulant,ambulant
ambulate,déambuler
ambulatory,ambulatoire
ambuscade,embuscade
ambuscades,embuscades
ambush,embuscade
ambushed,embusqué
ambushers,embusqués
ambushes,embuscades
ambushing,embuscade
ameliorate,améliorer
ameliorated,amélioré
ameliorates,améliore
ameliorating,améliorer
amelioration,amélioration
amen,Amen
amenability,commodité
amenable,accommodable
amend,modifier
amendable,modifiable
amended,modifié
amending,amendement
amendment,amendement
amendments,amendements
amends,amende
amenities,équipements
amenity,aménité
amenorrhoea,aménorrhée
amens,amens
america,Amérique
american,américain
americans,les Américains
americium,l'américium
amethyst,améthyste
amethystine,amethystine
amethysts,améthystes
amiability,amabilité
amiable,aimable
amiableness,amiableness
amiably,aimablement
amicability,amabilité
amicable,amical
amicably,à l'amiable
amid,parmi
amide,amide
amidships,au milieu du navire
amidst,au milieu de
amigo,amigo
amine,amine
amines,amines
amino,amino
amir,amir
amiss,un raté
amity,amitié
amman,Amman
ammeter,ampèremètre
ammeters,ampèremètres
ammo,munitions
ammonia,ammoniac
ammonites,ammonites
ammonium,ammonium
ammunition,munition
amnesia,amnésie
amnesiac,amnésique
amnesic,amnésique
amnesties,amnisties
amnesty,amnistie
amniotic,amniotique
amoeba,amibe
amoebae,amibes
amoebic,amibien
amok,amok
among,parmi
amongst,parmi
amoral,amoral
amorality,amoralité
amorist,amorist
amorous,amoureux
amorously,amoureusement
amorphous,amorphe
amortisation,amortissement
amortise,amortir
amortised,amorti
amount,montant
amounted,s'élevait
amounting,montant
amounts,les montants
amour,amour
amours,amours
amp,ampli
ampere,ampère
amperes,ampères
ampersand,esperluette
ampersands,esperluettes
amphetamine,amphétamine
amphetamines,amphétamines
amphibia,amphibiens
amphibian,amphibie
amphibians,amphibiens
amphibious,amphibie
amphitheatre,amphithéâtre
amphitheatres,amphithéâtres
amphora,amphore
ample,ample
ampler,ampler
amplification,amplification
amplifications,amplifications
amplified,amplifié
amplifier,amplificateur
amplifiers,amplificateurs
amplifies,amplifie
amplify,amplifier
amplifying,amplifiant
amplitude,amplitude
amplitudes,amplitudes
amply,amplement
ampoules,ampoules
amps,amplis
ampule,ampoule
ampules,ampoules
ampuls,ampoules
amputate,amputer
amputated,amputé
amputating,amputation
amputation,amputation
amputations,amputations
amputee,amputé
amputees,amputés
amuck,amok
amulet,amulette
amulets,amulettes
amuse,amuser
amused,amusé
amusement,amusement
amusements,amusements
amuses,amuse
amusing,amusant
amusingly,amusant
an,un
ana,ana
anabolic,anabolique
anachronism,anachronisme
anachronisms,anachronismes
anachronistic,anachronique
anachronistically,anachroniquement
anaconda,anaconda
anacondas,anacondas
anaemia,anémie
anaemic,anémique
anaerobic,anaérobique
anaerobically,anaérobiquement
anaesthesia,anesthésie
anaesthetic,anesthésique
anaesthetics,anesthésiques
anaesthetise,anesthésier
anaesthetised,anesthésié
anaesthetising,anesthésie
anaesthetist,anesthésiste
anaesthetists,anesthésistes
anagram,anagramme
anagrammatic,anagrammatique
anagrammatically,anagrammatiquement
anagrams,anagrammes
anal,anal
analgesia,analgésie
analgesic,analgésique
analgesics,analgésiques
anally,anale
analogical,analogique
analogies,analogies
analogise,analogiser
analogous,analogue
analogously,de manière analogue
analogue,analogue
analogues,analogues
analogy,analogie
analysable,analysable
analyse,analyser
analysed,analysé
analyser,analyseur
analysers,analyseurs
analyses,analyses
analysing,en cours d'analyse
analysis,une analyse
analyst,analyste
analysts,analystes
analytic,analytique
analytical,analytique
analytically,analytiquement
anamorphic,anamorphique
ananas,ananas
anaphora,anaphore
anaphoric,anaphorique
anarchic,anarchique
anarchical,anarchique
anarchism,anarchisme
anarchist,anarchiste
anarchistic,anarchiste
anarchists,anarchistes
anarchy,anarchie
anathema,anathème
anatomic,anatomique
anatomical,anatomique
anatomically,anatomiquement
anatomies,anatomies
anatomist,anatomiste
anatomists,anatomistes
anatomy,anatomie
ancestor,ancêtre
ancestors,les ancêtres
ancestral,ancestral
ancestries,ascendances
ancestry,ascendance
"anchor                ,",ancre
anchorage,ancrage
anchorages,ancrages
anchored,ancré
anchoring,ancrage
anchorite,anachorète
anchors,ancres
anchovies,anchois
anchovy,anchois
ancient,ancien
anciently,anciennement
ancients,anciens
ancillary,auxiliaire
and,et
andante,andante
andes,andes
andrew,Andrew
androgynous,androgyne
android,Android
androids,androïdes
anecdotal,anecdotique
anecdotally,anecdotique
anecdote,anecdote
anecdotes,anecdotes
anechoic,anéchoïque
anemia,anémie
anemic,anémique
anemone,anémone
anemones,anémones
anergy,anergie
aneroid,anéroïde
aneurysm,anévrisme
aneurysms,anévrismes
anew,un nouveau
angel,ange
angelic,angélique
angelica,angélique
angels,anges
angelus,angelus
anger,colère
angered,en colère
angering,irritant
angers,angers
angina,angine
anginal,angineux
angioplasty,angioplastie
angle,angle
angled,incliné
anglepoise,anglepoise
angler,pêcheur
anglers,les pêcheurs
angles,angles
anglian,anglophone
anglican,anglican
angling,pêche à la ligne
angola,angola
angolan,angolan
angolans,angolans
angora,angora
angoras,angoras
angrier,en colère
angriest,angriest
angrily,avec colère
angry,en colère
angst,angoisse
angstroms,angstroms
anguish,angoisse
anguished,angoissé
anguishes,angoisses
angular,angulaire
angularity,angularité
anhydrous,anhydre
anil,anil
aniline,aniline
animal,animal
animals,animaux
animate,animer
animated,Animé
animatedly,animé
animates,anime
animating,animer
animation,animation
animations,des animations
animator,animateur
animators,animateurs
animism,animisme
animist,animiste
animists,animistes
animosities,animosités
animosity,animosité
animus,animus
anion,anion
anionic,anionique
anions,anions
anise,anis
aniseed,anis
aniseeds,anisés
anisotropic,anisotrope
anisotropies,anisotropies
anisotropy,anisotropie
ankara,Ankara
ankle,cheville
ankles,chevilles
anklet,aklet
anklets,cheville
anna,anna
annal,annale
annals,annales
anneal,recuire
annealed,recuit
annealer,recuit
annealing,recuit
annex,annexe
annexation,annexion
annexations,annexions
annexe,annexe
annexed,annexé
annexes,Annexes
annexing,annexer
annihilate,annihiler
annihilated,annihilé
annihilates,annihile
annihilating,anéantissement
annihilation,annihilation
anniversaries,anniversaires
anniversary,anniversaire
annotate,annoter
annotated,annoté
annotates,annote
annotating,annoter
annotation,annotation
annotations,annotations
announce,annoncer
announced,annoncé
announcement,annonce
announcements,annonces
announcer,annonceur
announcers,annonceurs
announces,annonce
announcing,annoncer
annoy,ennuyer
annoyance,contrariété
annoyances,ennuis
annoyed,agacé
annoyer,annoyer
annoyers,annoyers
annoying,ennuyeux
annoyingly,agaçant
annoys,agace
annual,annuel
annualised,annualisé
annually,annuel
annuals,annuelles
annuities,annuités
annuity,rente
annul,annuler
annular,annulaire
annuli,annuli
annulled,annulé
annulling,annuller
annulment,annulation
annuls,annuls
annulus,annulus
annunciation,Annonciation
anode,anode
anodes,anodes
anodised,anodisé
anodyne,calmant
anoint,oindre
anointed,oint
anointing,onction
anoints,les points
anomalies,anomalies
anomalous,anormal
anomalously,anormalement
anomaly,anomalie
anomic,anomique
"anon             ,",anon
anonym,anonyme
anonymity,anonymat
anonymous,anonyme
anonymously,anonymement
anonyms,anonymes
anorak,anorak
anoraks,anoraks
anorexia,anorexie
anorexic,anorexique
another,un autre
answer,répondre
answerable,responsable
answered,répondu
answerer,répondeur
answering,répondant
answers,réponses
ant,fourmi
antacid,antiacide
antacids,antiacides
antagonise,contrarier
antagonised,contrarié
antagonises,antagonismes
antagonising,antagoniste
antagonism,antagonisme
antagonisms,antagonismes
antagonist,antagoniste
antagonistic,antagoniste
antagonists,antagonistes
ante,ante
anteater,fourmilier
anteaters,fourmiliers
antecedent,antécédent
antecedents,antécédents
antechamber,antichambre
antedate,antidate
antedates,antidatation
antedating,antidatation
antediluvian,antédiluvien
antelope,antilope
antelopes,antilopes
antenatal,anténatal
antenna,antenne
antennae,antennes
antennas,antennes
anterior,antérieur
anteriorly,antérieurement
anteroom,antichambre
anthem,hymne
anthems,hymnes
anther,anthère
anthologies,anthologies
anthologise,anthologiser
anthologised,anthologisé
anthology,anthologie
anthracite,anthracite
anthrax,anthrax
anthropic,anthropique
anthropocentric,anthropocentrique
anthropogenic,anthropique
anthropogenically,anthropogéniquement
anthropoid,anthropoïde
anthropological,anthropologique
anthropologist,anthropologiste
anthropologists,anthropologues
anthropology,anthropologie
anthropometric,anthropométrique
anthropomorphic,anthropomorphe
anthropomorphising,anthropomorphisme
anthropomorphism,anthropomorphisme
anti,anti
antiabortionists,antiabortionists
antiaircraft,antiaérien
antibiotic,antibiotique
antibiotics,antibiotiques
antibodies,anticorps
antibody,anticorps
antic,anticoque
anticipate,anticiper
anticipated,anticipé
anticipates,anticipe
anticipating,anticipant
anticipation,anticipation
anticipations,anticipations
anticipative,anticipatif
anticipatory,anticipatif
anticlimax,déception
anticlockwise,dans le sens antihoraire
anticoagulants,anticoagulants
anticonstitutional,anticonstitutionnel
antics,bouffonneries
anticyclone,anticyclone
antidepressant,antidépresseur
antidepressants,antidépresseurs
antidote,antidote
antidotes,antidotes
antifreeze,antigel
antigen,antigène
antigenic,antigénique
antigens,antigènes
antihistamines,antihistaminiques
antilope,antilope
antimatter,antimatière
antimony,antimoine
antioxidants,antioxydants
antiparticles,antiparticules
antipathetic,antipathique
antipathies,antipathies
antipathy,antipathie
antipodes,antipodes
antiquarian,antiquaire
antiquarianism,Antiquarianisme
antiquarians,antiquaires
antiquaries,antiquaires
antiquary,antiquaire
antiquated,vieilli
antique,antique
antiques,antiquités
antiquities,antiquités
antiquity,antiquité
antiseptic,antiseptique
antiseptics,antiseptiques
antisocial,antisocial
antistatic,antistatique
antisymmetric,antisymétrique
antisymmetry,antisymétrie
antitheses,antithèses
antithesis,antithèse
antithetic,antithétique
antithetical,antithétique
antithetically,antithétiquement
antitrust,antitrust
antiviral,antiviral
antler,ramure
antlers,bois
antlion,antlion
antlions,antlions
antonym,antonyme
antonyms,antonymes
antral,Antral
antrum,antrum
ants,fourmis
antwerp,Anvers
anus,anus
anvil,enclume
anvils,enclumes
anxieties,angoisses
anxiety,anxiété
anxious,anxieux
anxiously,anxieusement
any,tout
anybody,n'importe qui
anyhow,de toute façon
anymore,plus
anyone,n'importe qui
anyplace,n'importe où
anything,n'importe quoi
anyway,en tous cas
anyways,de toute façon
anywhere,nulle part
aorist,aoriste
aorta,aorte
aortas,aortes
aortic,aortique
apace,un rythme
apache,apache
apaches,apaches
apart,une part
apartment,appartement
apartments,appartements
apartness,l'aparté
apathetic,apathique
apathetically,apathique
apathy,apathie
"ape                       ,",singe
aped,aped
apeman,homme singe
aperies,aperies
aperiodic,apériodique
aperiodically,apériodiquement
